,drug,SE
0,454,SE33
0,464,SE33
0,465,SE33
0,469,SE33
0,498,SE33
0,509,SE33
0,517,SE33
0,532,SE33
0,537,SE33
0,538,SE33
0,549,SE33
0,551,SE33
0,555,SE33
0,557,SE33
0,563,SE33
0,564,SE33
0,565,SE33
0,572,SE33
0,575,SE33
0,576,SE33
0,590,SE33
0,613,SE33
0,615,SE33
0,616,SE33
0,618,SE33
0,621,SE33
0,641,SE33
0,650,SE33
0,659,SE33
0,675,SE33
0,678,SE33
0,689,SE33
0,722,SE33
0,723,SE33
0,724,SE33
0,731,SE33
0,752,SE33
0,760,SE33
0,762,SE33
0,766,SE33
0,768,SE33
0,777,SE33
0,789,SE33
0,792,SE33
0,803,SE33
0,804,SE33
0,807,SE33
0,808,SE33
0,809,SE33
0,829,SE33
0,278,SE34
0,408,SE34
0,563,SE34
0,727,SE34
0,134,SE35
0,174,SE35
0,578,SE35
0,654,SE35
0,677,SE35
0,727,SE35
0,5,SE36
0,10,SE36
0,13,SE36
0,14,SE36
0,15,SE36
0,16,SE36
0,22,SE36
0,25,SE36
0,30,SE36
0,33,SE36
0,35,SE36
0,37,SE36
0,39,SE36
0,42,SE36
0,44,SE36
0,56,SE36
0,58,SE36
0,64,SE36
0,66,SE36
0,67,SE36
0,73,SE36
0,76,SE36
0,77,SE36
0,78,SE36
0,83,SE36
0,84,SE36
0,90,SE36
0,91,SE36
0,93,SE36
0,94,SE36
0,98,SE36
0,99,SE36
0,101,SE36
0,102,SE36
0,104,SE36
0,105,SE36
0,109,SE36
0,116,SE36
0,122,SE36
0,125,SE36
0,131,SE36
0,134,SE36
0,140,SE36
0,141,SE36
0,147,SE36
0,149,SE36
0,153,SE36
0,156,SE36
0,159,SE36
0,161,SE36
0,168,SE36
0,169,SE36
0,182,SE36
0,183,SE36
0,184,SE36
0,185,SE36
0,186,SE36
0,187,SE36
0,189,SE36
0,191,SE36
0,194,SE36
0,198,SE36
0,203,SE36
0,205,SE36
0,207,SE36
0,209,SE36
0,211,SE36
0,217,SE36
0,218,SE36
0,219,SE36
0,220,SE36
0,226,SE36
0,228,SE36
0,237,SE36
0,239,SE36
0,241,SE36
0,243,SE36
0,245,SE36
0,246,SE36
0,249,SE36
0,258,SE36
0,259,SE36
0,260,SE36
0,261,SE36
0,265,SE36
0,266,SE36
0,267,SE36
0,268,SE36
0,270,SE36
0,272,SE36
0,276,SE36
0,277,SE36
0,278,SE36
0,281,SE36
0,285,SE36
0,291,SE36
0,292,SE36
0,293,SE36
0,297,SE36
0,298,SE36
0,303,SE36
0,308,SE36
0,310,SE36
0,311,SE36
0,312,SE36
0,313,SE36
0,314,SE36
0,315,SE36
0,323,SE36
0,327,SE36
0,331,SE36
0,333,SE36
0,334,SE36
0,335,SE36
0,336,SE36
0,340,SE36
0,341,SE36
0,342,SE36
0,349,SE36
0,350,SE36
0,352,SE36
0,359,SE36
0,363,SE36
0,364,SE36
0,370,SE36
0,377,SE36
0,379,SE36
0,380,SE36
0,381,SE36
0,382,SE36
0,386,SE36
0,389,SE36
0,390,SE36
0,391,SE36
0,392,SE36
0,400,SE36
0,401,SE36
0,404,SE36
0,413,SE36
0,417,SE36
0,418,SE36
0,425,SE36
0,433,SE36
0,437,SE36
0,438,SE36
0,439,SE36
0,442,SE36
0,453,SE36
0,454,SE36
0,456,SE36
0,464,SE36
0,466,SE36
0,469,SE36
0,471,SE36
0,472,SE36
0,473,SE36
0,474,SE36
0,476,SE36
0,479,SE36
0,481,SE36
0,485,SE36
0,487,SE36
0,489,SE36
0,490,SE36
0,492,SE36
0,493,SE36
0,495,SE36
0,496,SE36
0,497,SE36
0,498,SE36
0,502,SE36
0,505,SE36
0,506,SE36
0,507,SE36
0,511,SE36
0,512,SE36
0,516,SE36
0,517,SE36
0,520,SE36
0,521,SE36
0,527,SE36
0,532,SE36
0,537,SE36
0,544,SE36
0,547,SE36
0,548,SE36
0,550,SE36
0,551,SE36
0,552,SE36
0,555,SE36
0,556,SE36
0,560,SE36
0,562,SE36
0,568,SE36
0,576,SE36
0,584,SE36
0,588,SE36
0,591,SE36
0,593,SE36
0,597,SE36
0,600,SE36
0,602,SE36
0,606,SE36
0,609,SE36
0,610,SE36
0,614,SE36
0,615,SE36
0,616,SE36
0,621,SE36
0,622,SE36
0,628,SE36
0,632,SE36
0,633,SE36
0,635,SE36
0,638,SE36
0,639,SE36
0,641,SE36
0,643,SE36
0,649,SE36
0,650,SE36
0,654,SE36
0,655,SE36
0,658,SE36
0,660,SE36
0,667,SE36
0,670,SE36
0,673,SE36
0,674,SE36
0,676,SE36
0,677,SE36
0,678,SE36
0,681,SE36
0,690,SE36
0,693,SE36
0,700,SE36
0,704,SE36
0,707,SE36
0,713,SE36
0,716,SE36
0,717,SE36
0,719,SE36
0,720,SE36
0,723,SE36
0,726,SE36
0,727,SE36
0,732,SE36
0,734,SE36
0,735,SE36
0,739,SE36
0,740,SE36
0,742,SE36
0,748,SE36
0,749,SE36
0,752,SE36
0,755,SE36
0,758,SE36
0,762,SE36
0,764,SE36
0,771,SE36
0,773,SE36
0,774,SE36
0,775,SE36
0,781,SE36
0,784,SE36
0,792,SE36
0,797,SE36
0,801,SE36
0,803,SE36
0,805,SE36
0,807,SE36
0,808,SE36
0,810,SE36
0,811,SE36
0,818,SE36
0,822,SE36
0,825,SE36
0,828,SE36
0,0,SE37
0,1,SE37
0,3,SE37
0,5,SE37
0,7,SE37
0,11,SE37
0,13,SE37
0,14,SE37
0,15,SE37
0,16,SE37
0,17,SE37
0,20,SE37
0,24,SE37
0,25,SE37
0,29,SE37
0,30,SE37
0,31,SE37
0,34,SE37
0,35,SE37
0,36,SE37
0,37,SE37
0,38,SE37
0,41,SE37
0,42,SE37
0,44,SE37
0,45,SE37
0,47,SE37
0,48,SE37
0,49,SE37
0,50,SE37
0,54,SE37
0,56,SE37
0,58,SE37
0,60,SE37
0,62,SE37
0,64,SE37
0,67,SE37
0,68,SE37
0,75,SE37
0,76,SE37
0,77,SE37
0,78,SE37
0,80,SE37
0,83,SE37
0,84,SE37
0,85,SE37
0,86,SE37
0,87,SE37
0,88,SE37
0,89,SE37
0,90,SE37
0,91,SE37
0,98,SE37
0,101,SE37
0,102,SE37
0,104,SE37
0,105,SE37
0,110,SE37
0,111,SE37
0,112,SE37
0,113,SE37
0,118,SE37
0,121,SE37
0,122,SE37
0,124,SE37
0,131,SE37
0,134,SE37
0,135,SE37
0,137,SE37
0,139,SE37
0,140,SE37
0,141,SE37
0,150,SE37
0,153,SE37
0,156,SE37
0,162,SE37
0,163,SE37
0,168,SE37
0,174,SE37
0,178,SE37
0,179,SE37
0,180,SE37
0,183,SE37
0,184,SE37
0,185,SE37
0,186,SE37
0,188,SE37
0,189,SE37
0,193,SE37
0,194,SE37
0,202,SE37
0,203,SE37
0,204,SE37
0,210,SE37
0,213,SE37
0,215,SE37
0,220,SE37
0,222,SE37
0,229,SE37
0,231,SE37
0,232,SE37
0,236,SE37
0,237,SE37
0,239,SE37
0,240,SE37
0,243,SE37
0,247,SE37
0,248,SE37
0,249,SE37
0,250,SE37
0,251,SE37
0,252,SE37
0,255,SE37
0,257,SE37
0,259,SE37
0,261,SE37
0,265,SE37
0,267,SE37
0,268,SE37
0,269,SE37
0,270,SE37
0,271,SE37
0,277,SE37
0,278,SE37
0,279,SE37
0,280,SE37
0,281,SE37
0,284,SE37
0,285,SE37
0,287,SE37
0,290,SE37
0,292,SE37
0,296,SE37
0,297,SE37
0,298,SE37
0,303,SE37
0,305,SE37
0,306,SE37
0,307,SE37
0,311,SE37
0,312,SE37
0,313,SE37
0,315,SE37
0,320,SE37
0,323,SE37
0,327,SE37
0,330,SE37
0,331,SE37
0,334,SE37
0,339,SE37
0,340,SE37
0,342,SE37
0,345,SE37
0,346,SE37
0,352,SE37
0,353,SE37
0,354,SE37
0,356,SE37
0,357,SE37
0,361,SE37
0,363,SE37
0,366,SE37
0,370,SE37
0,371,SE37
0,375,SE37
0,377,SE37
0,379,SE37
0,380,SE37
0,381,SE37
0,382,SE37
0,386,SE37
0,390,SE37
0,392,SE37
0,393,SE37
0,396,SE37
0,400,SE37
0,405,SE37
0,406,SE37
0,408,SE37
0,411,SE37
0,414,SE37
0,415,SE37
0,416,SE37
0,417,SE37
0,419,SE37
0,422,SE37
0,425,SE37
0,428,SE37
0,433,SE37
0,437,SE37
0,442,SE37
0,444,SE37
0,445,SE37
0,446,SE37
0,450,SE37
0,452,SE37
0,453,SE37
0,454,SE37
0,456,SE37
0,462,SE37
0,464,SE37
0,465,SE37
0,469,SE37
0,472,SE37
0,473,SE37
0,482,SE37
0,485,SE37
0,487,SE37
0,495,SE37
0,497,SE37
0,498,SE37
0,500,SE37
0,502,SE37
0,503,SE37
0,506,SE37
0,508,SE37
0,509,SE37
0,513,SE37
0,514,SE37
0,517,SE37
0,522,SE37
0,523,SE37
0,525,SE37
0,527,SE37
0,528,SE37
0,530,SE37
0,531,SE37
0,533,SE37
0,537,SE37
0,539,SE37
0,549,SE37
0,551,SE37
0,553,SE37
0,554,SE37
0,555,SE37
0,556,SE37
0,559,SE37
0,563,SE37
0,564,SE37
0,565,SE37
0,568,SE37
0,570,SE37
0,572,SE37
0,573,SE37
0,574,SE37
0,575,SE37
0,578,SE37
0,584,SE37
0,586,SE37
0,590,SE37
0,591,SE37
0,592,SE37
0,595,SE37
0,597,SE37
0,600,SE37
0,601,SE37
0,602,SE37
0,611,SE37
0,613,SE37
0,614,SE37
0,615,SE37
0,616,SE37
0,618,SE37
0,620,SE37
0,622,SE37
0,623,SE37
0,632,SE37
0,633,SE37
0,638,SE37
0,642,SE37
0,643,SE37
0,648,SE37
0,650,SE37
0,653,SE37
0,657,SE37
0,658,SE37
0,659,SE37
0,663,SE37
0,665,SE37
0,669,SE37
0,671,SE37
0,672,SE37
0,675,SE37
0,676,SE37
0,677,SE37
0,682,SE37
0,683,SE37
0,684,SE37
0,685,SE37
0,688,SE37
0,689,SE37
0,690,SE37
0,691,SE37
0,693,SE37
0,695,SE37
0,699,SE37
0,700,SE37
0,704,SE37
0,706,SE37
0,713,SE37
0,717,SE37
0,718,SE37
0,721,SE37
0,722,SE37
0,723,SE37
0,724,SE37
0,725,SE37
0,727,SE37
0,728,SE37
0,731,SE37
0,732,SE37
0,748,SE37
0,750,SE37
0,754,SE37
0,756,SE37
0,757,SE37
0,759,SE37
0,760,SE37
0,762,SE37
0,764,SE37
0,766,SE37
0,773,SE37
0,777,SE37
0,778,SE37
0,780,SE37
0,788,SE37
0,792,SE37
0,803,SE37
0,804,SE37
0,807,SE37
0,809,SE37
0,810,SE37
0,818,SE37
0,821,SE37
0,825,SE37
0,826,SE37
0,828,SE37
0,830,SE37
0,831,SE37
0,5,SE38
0,14,SE38
0,30,SE38
0,34,SE38
0,36,SE38
0,37,SE38
0,38,SE38
0,39,SE38
0,41,SE38
0,44,SE38
0,48,SE38
0,51,SE38
0,52,SE38
0,54,SE38
0,64,SE38
0,67,SE38
0,93,SE38
0,99,SE38
0,117,SE38
0,118,SE38
0,136,SE38
0,156,SE38
0,161,SE38
0,162,SE38
0,167,SE38
0,168,SE38
0,174,SE38
0,185,SE38
0,189,SE38
0,229,SE38
0,236,SE38
0,243,SE38
0,259,SE38
0,261,SE38
0,265,SE38
0,268,SE38
0,270,SE38
0,273,SE38
0,279,SE38
0,285,SE38
0,287,SE38
0,288,SE38
0,290,SE38
0,311,SE38
0,314,SE38
0,315,SE38
0,327,SE38
0,334,SE38
0,335,SE38
0,336,SE38
0,338,SE38
0,352,SE38
0,376,SE38
0,380,SE38
0,382,SE38
0,386,SE38
0,390,SE38
0,394,SE38
0,407,SE38
0,408,SE38
0,417,SE38
0,429,SE38
0,432,SE38
0,435,SE38
0,438,SE38
0,442,SE38
0,445,SE38
0,450,SE38
0,464,SE38
0,473,SE38
0,482,SE38
0,493,SE38
0,498,SE38
0,502,SE38
0,505,SE38
0,509,SE38
0,530,SE38
0,534,SE38
0,548,SE38
0,554,SE38
0,560,SE38
0,561,SE38
0,564,SE38
0,568,SE38
0,580,SE38
0,584,SE38
0,586,SE38
0,591,SE38
0,598,SE38
0,609,SE38
0,615,SE38
0,616,SE38
0,617,SE38
0,620,SE38
0,623,SE38
0,632,SE38
0,634,SE38
0,638,SE38
0,644,SE38
0,648,SE38
0,654,SE38
0,665,SE38
0,667,SE38
0,676,SE38
0,678,SE38
0,688,SE38
0,690,SE38
0,691,SE38
0,693,SE38
0,695,SE38
0,702,SE38
0,705,SE38
0,713,SE38
0,716,SE38
0,717,SE38
0,719,SE38
0,738,SE38
0,754,SE38
0,758,SE38
0,760,SE38
0,764,SE38
0,775,SE38
0,784,SE38
0,792,SE38
0,794,SE38
0,803,SE38
0,805,SE38
0,821,SE38
0,831,SE38
0,1,SE39
0,14,SE39
0,15,SE39
0,21,SE39
0,30,SE39
0,34,SE39
0,35,SE39
0,36,SE39
0,37,SE39
0,44,SE39
0,45,SE39
0,47,SE39
0,48,SE39
0,52,SE39
0,54,SE39
0,59,SE39
0,64,SE39
0,65,SE39
0,75,SE39
0,76,SE39
0,80,SE39
0,93,SE39
0,99,SE39
0,104,SE39
0,116,SE39
0,117,SE39
0,124,SE39
0,147,SE39
0,153,SE39
0,156,SE39
0,161,SE39
0,162,SE39
0,167,SE39
0,168,SE39
0,178,SE39
0,183,SE39
0,185,SE39
0,192,SE39
0,197,SE39
0,198,SE39
0,203,SE39
0,207,SE39
0,231,SE39
0,236,SE39
0,243,SE39
0,255,SE39
0,261,SE39
0,265,SE39
0,266,SE39
0,268,SE39
0,270,SE39
0,276,SE39
0,279,SE39
0,287,SE39
0,288,SE39
0,290,SE39
0,292,SE39
0,297,SE39
0,303,SE39
0,304,SE39
0,311,SE39
0,314,SE39
0,333,SE39
0,336,SE39
0,338,SE39
0,352,SE39
0,356,SE39
0,381,SE39
0,384,SE39
0,386,SE39
0,390,SE39
0,391,SE39
0,394,SE39
0,403,SE39
0,407,SE39
0,409,SE39
0,414,SE39
0,417,SE39
0,438,SE39
0,446,SE39
0,449,SE39
0,453,SE39
0,454,SE39
0,462,SE39
0,464,SE39
0,473,SE39
0,479,SE39
0,481,SE39
0,482,SE39
0,485,SE39
0,493,SE39
0,499,SE39
0,503,SE39
0,505,SE39
0,506,SE39
0,509,SE39
0,514,SE39
0,517,SE39
0,526,SE39
0,527,SE39
0,537,SE39
0,548,SE39
0,555,SE39
0,559,SE39
0,560,SE39
0,563,SE39
0,564,SE39
0,568,SE39
0,585,SE39
0,591,SE39
0,594,SE39
0,598,SE39
0,609,SE39
0,615,SE39
0,616,SE39
0,623,SE39
0,627,SE39
0,628,SE39
0,632,SE39
0,633,SE39
0,634,SE39
0,638,SE39
0,644,SE39
0,648,SE39
0,653,SE39
0,654,SE39
0,658,SE39
0,663,SE39
0,665,SE39
0,667,SE39
0,673,SE39
0,681,SE39
0,690,SE39
0,693,SE39
0,713,SE39
0,719,SE39
0,728,SE39
0,735,SE39
0,751,SE39
0,754,SE39
0,755,SE39
0,759,SE39
0,764,SE39
0,778,SE39
0,784,SE39
0,792,SE39
0,797,SE39
0,803,SE39
0,805,SE39
0,810,SE39
0,811,SE39
0,818,SE39
0,183,SE40
0,352,SE40
0,25,SE41
0,34,SE41
0,35,SE41
0,41,SE41
0,77,SE41
0,83,SE41
0,101,SE41
0,104,SE41
0,137,SE41
0,178,SE41
0,184,SE41
0,222,SE41
0,296,SE41
0,297,SE41
0,330,SE41
0,408,SE41
0,411,SE41
0,415,SE41
0,445,SE41
0,485,SE41
0,549,SE41
0,551,SE41
0,572,SE41
0,575,SE41
0,675,SE41
0,699,SE41
0,768,SE41
0,781,SE41
0,788,SE41
0,792,SE41
0,807,SE41
0,809,SE41
0,826,SE41
0,83,SE42
0,137,SE42
0,271,SE42
0,408,SE42
0,464,SE42
0,564,SE42
0,580,SE42
0,759,SE42
0,762,SE42
0,14,SE43
0,57,SE43
0,92,SE43
0,137,SE43
0,138,SE43
0,408,SE43
0,437,SE43
0,444,SE43
0,464,SE43
0,549,SE43
0,556,SE43
0,613,SE43
0,665,SE43
0,726,SE43
0,771,SE43
0,187,SE44
0,256,SE46
0,634,SE46
0,137,SE47
0,183,SE47
0,286,SE47
0,345,SE47
0,381,SE47
0,409,SE47
0,498,SE47
0,535,SE47
0,536,SE47
0,575,SE47
0,578,SE47
0,675,SE47
0,704,SE47
0,1,SE48
0,5,SE48
0,7,SE48
0,9,SE48
0,10,SE48
0,11,SE48
0,15,SE48
0,24,SE48
0,25,SE48
0,34,SE48
0,35,SE48
0,41,SE48
0,45,SE48
0,49,SE48
0,59,SE48
0,62,SE48
0,63,SE48
0,65,SE48
0,67,SE48
0,78,SE48
0,80,SE48
0,83,SE48
0,84,SE48
0,88,SE48
0,89,SE48
0,95,SE48
0,99,SE48
0,101,SE48
0,110,SE48
0,117,SE48
0,120,SE48
0,122,SE48
0,129,SE48
0,130,SE48
0,134,SE48
0,137,SE48
0,141,SE48
0,146,SE48
0,160,SE48
0,163,SE48
0,174,SE48
0,175,SE48
0,183,SE48
0,184,SE48
0,194,SE48
0,200,SE48
0,208,SE48
0,212,SE48
0,213,SE48
0,214,SE48
0,218,SE48
0,227,SE48
0,230,SE48
0,233,SE48
0,236,SE48
0,237,SE48
0,240,SE48
0,247,SE48
0,259,SE48
0,261,SE48
0,265,SE48
0,267,SE48
0,270,SE48
0,271,SE48
0,278,SE48
0,280,SE48
0,286,SE48
0,287,SE48
0,291,SE48
0,296,SE48
0,297,SE48
0,300,SE48
0,303,SE48
0,305,SE48
0,323,SE48
0,324,SE48
0,325,SE48
0,334,SE48
0,345,SE48
0,350,SE48
0,354,SE48
0,356,SE48
0,361,SE48
0,370,SE48
0,371,SE48
0,375,SE48
0,381,SE48
0,386,SE48
0,403,SE48
0,406,SE48
0,408,SE48
0,409,SE48
0,411,SE48
0,416,SE48
0,420,SE48
0,422,SE48
0,423,SE48
0,424,SE48
0,425,SE48
0,435,SE48
0,439,SE48
0,442,SE48
0,449,SE48
0,454,SE48
0,462,SE48
0,465,SE48
0,469,SE48
0,485,SE48
0,488,SE48
0,496,SE48
0,498,SE48
0,503,SE48
0,511,SE48
0,516,SE48
0,518,SE48
0,525,SE48
0,527,SE48
0,533,SE48
0,535,SE48
0,536,SE48
0,538,SE48
0,543,SE48
0,551,SE48
0,553,SE48
0,555,SE48
0,559,SE48
0,563,SE48
0,564,SE48
0,569,SE48
0,570,SE48
0,571,SE48
0,573,SE48
0,575,SE48
0,576,SE48
0,586,SE48
0,590,SE48
0,592,SE48
0,597,SE48
0,606,SE48
0,613,SE48
0,615,SE48
0,618,SE48
0,627,SE48
0,635,SE48
0,639,SE48
0,640,SE48
0,641,SE48
0,650,SE48
0,651,SE48
0,653,SE48
0,657,SE48
0,659,SE48
0,669,SE48
0,670,SE48
0,675,SE48
0,676,SE48
0,677,SE48
0,683,SE48
0,687,SE48
0,688,SE48
0,690,SE48
0,702,SE48
0,704,SE48
0,717,SE48
0,722,SE48
0,725,SE48
0,728,SE48
0,729,SE48
0,753,SE48
0,762,SE48
0,763,SE48
0,764,SE48
0,766,SE48
0,773,SE48
0,781,SE48
0,783,SE48
0,784,SE48
0,788,SE48
0,792,SE48
0,798,SE48
0,802,SE48
0,803,SE48
0,809,SE48
0,821,SE48
0,822,SE48
0,824,SE48
0,826,SE48
0,381,SE49
0,5,SE50
0,7,SE50
0,14,SE50
0,15,SE50
0,16,SE50
0,21,SE50
0,25,SE50
0,30,SE50
0,33,SE50
0,34,SE50
0,35,SE50
0,38,SE50
0,39,SE50
0,41,SE50
0,42,SE50
0,47,SE50
0,48,SE50
0,50,SE50
0,52,SE50
0,54,SE50
0,56,SE50
0,57,SE50
0,63,SE50
0,64,SE50
0,67,SE50
0,71,SE50
0,72,SE50
0,75,SE50
0,77,SE50
0,79,SE50
0,81,SE50
0,83,SE50
0,84,SE50
0,86,SE50
0,88,SE50
0,91,SE50
0,92,SE50
0,93,SE50
0,98,SE50
0,101,SE50
0,104,SE50
0,109,SE50
0,110,SE50
0,114,SE50
0,116,SE50
0,117,SE50
0,122,SE50
0,123,SE50
0,133,SE50
0,134,SE50
0,137,SE50
0,140,SE50
0,141,SE50
0,145,SE50
0,147,SE50
0,155,SE50
0,156,SE50
0,159,SE50
0,162,SE50
0,163,SE50
0,179,SE50
0,184,SE50
0,186,SE50
0,188,SE50
0,191,SE50
0,192,SE50
0,193,SE50
0,200,SE50
0,203,SE50
0,205,SE50
0,206,SE50
0,207,SE50
0,209,SE50
0,215,SE50
0,219,SE50
0,229,SE50
0,231,SE50
0,233,SE50
0,237,SE50
0,238,SE50
0,239,SE50
0,240,SE50
0,242,SE50
0,243,SE50
0,246,SE50
0,252,SE50
0,258,SE50
0,259,SE50
0,260,SE50
0,261,SE50
0,265,SE50
0,266,SE50
0,270,SE50
0,272,SE50
0,276,SE50
0,277,SE50
0,278,SE50
0,282,SE50
0,288,SE50
0,290,SE50
0,291,SE50
0,292,SE50
0,296,SE50
0,297,SE50
0,303,SE50
0,305,SE50
0,307,SE50
0,311,SE50
0,312,SE50
0,320,SE50
0,331,SE50
0,333,SE50
0,334,SE50
0,335,SE50
0,336,SE50
0,340,SE50
0,341,SE50
0,349,SE50
0,350,SE50
0,351,SE50
0,363,SE50
0,370,SE50
0,375,SE50
0,377,SE50
0,380,SE50
0,381,SE50
0,382,SE50
0,383,SE50
0,386,SE50
0,390,SE50
0,391,SE50
0,400,SE50
0,401,SE50
0,404,SE50
0,408,SE50
0,411,SE50
0,413,SE50
0,415,SE50
0,417,SE50
0,418,SE50
0,420,SE50
0,426,SE50
0,433,SE50
0,442,SE50
0,445,SE50
0,454,SE50
0,456,SE50
0,464,SE50
0,469,SE50
0,472,SE50
0,474,SE50
0,476,SE50
0,477,SE50
0,479,SE50
0,481,SE50
0,485,SE50
0,487,SE50
0,490,SE50
0,493,SE50
0,501,SE50
0,508,SE50
0,511,SE50
0,512,SE50
0,514,SE50
0,516,SE50
0,517,SE50
0,518,SE50
0,527,SE50
0,535,SE50
0,536,SE50
0,537,SE50
0,541,SE50
0,544,SE50
0,548,SE50
0,551,SE50
0,552,SE50
0,557,SE50
0,562,SE50
0,564,SE50
0,572,SE50
0,574,SE50
0,575,SE50
0,576,SE50
0,584,SE50
0,593,SE50
0,597,SE50
0,604,SE50
0,606,SE50
0,607,SE50
0,609,SE50
0,610,SE50
0,615,SE50
0,620,SE50
0,623,SE50
0,627,SE50
0,628,SE50
0,629,SE50
0,631,SE50
0,632,SE50
0,635,SE50
0,637,SE50
0,638,SE50
0,639,SE50
0,646,SE50
0,648,SE50
0,654,SE50
0,657,SE50
0,660,SE50
0,661,SE50
0,664,SE50
0,670,SE50
0,673,SE50
0,674,SE50
0,676,SE50
0,677,SE50
0,678,SE50
0,683,SE50
0,688,SE50
0,690,SE50
0,691,SE50
0,693,SE50
0,695,SE50
0,700,SE50
0,702,SE50
0,704,SE50
0,707,SE50
0,713,SE50
0,717,SE50
0,719,SE50
0,721,SE50
0,727,SE50
0,732,SE50
0,742,SE50
0,747,SE50
0,748,SE50
0,749,SE50
0,750,SE50
0,752,SE50
0,754,SE50
0,762,SE50
0,764,SE50
0,765,SE50
0,767,SE50
0,774,SE50
0,775,SE50
0,776,SE50
0,777,SE50
0,790,SE50
0,792,SE50
0,797,SE50
0,798,SE50
0,801,SE50
0,805,SE50
0,806,SE50
0,809,SE50
0,810,SE50
0,818,SE50
0,821,SE50
0,822,SE50
0,823,SE50
0,825,SE50
0,830,SE50
0,831,SE50
0,11,SE51
0,137,SE51
0,578,SE51
0,792,SE51
0,0,SE52
0,1,SE52
0,3,SE52
0,4,SE52
0,5,SE52
0,7,SE52
0,10,SE52
0,11,SE52
0,13,SE52
0,14,SE52
0,15,SE52
0,17,SE52
0,18,SE52
0,19,SE52
0,20,SE52
0,21,SE52
0,24,SE52
0,25,SE52
0,29,SE52
0,30,SE52
0,31,SE52
0,34,SE52
0,35,SE52
0,36,SE52
0,37,SE52
0,38,SE52
0,41,SE52
0,45,SE52
0,46,SE52
0,47,SE52
0,48,SE52
0,49,SE52
0,50,SE52
0,53,SE52
0,56,SE52
0,58,SE52
0,59,SE52
0,60,SE52
0,62,SE52
0,66,SE52
0,67,SE52
0,68,SE52
0,69,SE52
0,70,SE52
0,71,SE52
0,73,SE52
0,75,SE52
0,76,SE52
0,77,SE52
0,78,SE52
0,80,SE52
0,82,SE52
0,83,SE52
0,84,SE52
0,85,SE52
0,86,SE52
0,88,SE52
0,89,SE52
0,90,SE52
0,91,SE52
0,93,SE52
0,95,SE52
0,98,SE52
0,99,SE52
0,101,SE52
0,102,SE52
0,104,SE52
0,105,SE52
0,106,SE52
0,107,SE52
0,110,SE52
0,112,SE52
0,116,SE52
0,117,SE52
0,121,SE52
0,122,SE52
0,124,SE52
0,126,SE52
0,127,SE52
0,131,SE52
0,135,SE52
0,136,SE52
0,137,SE52
0,138,SE52
0,139,SE52
0,141,SE52
0,143,SE52
0,146,SE52
0,147,SE52
0,150,SE52
0,153,SE52
0,155,SE52
0,161,SE52
0,162,SE52
0,168,SE52
0,169,SE52
0,174,SE52
0,178,SE52
0,180,SE52
0,183,SE52
0,184,SE52
0,186,SE52
0,187,SE52
0,188,SE52
0,189,SE52
0,192,SE52
0,193,SE52
0,196,SE52
0,202,SE52
0,203,SE52
0,204,SE52
0,205,SE52
0,207,SE52
0,208,SE52
0,209,SE52
0,213,SE52
0,214,SE52
0,215,SE52
0,217,SE52
0,220,SE52
0,222,SE52
0,225,SE52
0,227,SE52
0,229,SE52
0,231,SE52
0,232,SE52
0,236,SE52
0,237,SE52
0,240,SE52
0,243,SE52
0,247,SE52
0,248,SE52
0,249,SE52
0,251,SE52
0,252,SE52
0,255,SE52
0,256,SE52
0,257,SE52
0,259,SE52
0,260,SE52
0,261,SE52
0,262,SE52
0,266,SE52
0,270,SE52
0,271,SE52
0,276,SE52
0,277,SE52
0,278,SE52
0,279,SE52
0,280,SE52
0,281,SE52
0,282,SE52
0,284,SE52
0,285,SE52
0,286,SE52
0,287,SE52
0,288,SE52
0,289,SE52
0,291,SE52
0,292,SE52
0,296,SE52
0,297,SE52
0,300,SE52
0,302,SE52
0,303,SE52
0,306,SE52
0,307,SE52
0,311,SE52
0,313,SE52
0,314,SE52
0,315,SE52
0,320,SE52
0,322,SE52
0,326,SE52
0,327,SE52
0,328,SE52
0,330,SE52
0,331,SE52
0,333,SE52
0,334,SE52
0,338,SE52
0,339,SE52
0,342,SE52
0,343,SE52
0,345,SE52
0,346,SE52
0,350,SE52
0,353,SE52
0,354,SE52
0,355,SE52
0,356,SE52
0,361,SE52
0,363,SE52
0,366,SE52
0,367,SE52
0,370,SE52
0,371,SE52
0,376,SE52
0,377,SE52
0,378,SE52
0,379,SE52
0,380,SE52
0,382,SE52
0,385,SE52
0,386,SE52
0,389,SE52
0,390,SE52
0,392,SE52
0,393,SE52
0,395,SE52
0,396,SE52
0,400,SE52
0,405,SE52
0,406,SE52
0,407,SE52
0,408,SE52
0,409,SE52
0,411,SE52
0,413,SE52
0,414,SE52
0,415,SE52
0,416,SE52
0,417,SE52
0,419,SE52
0,422,SE52
0,423,SE52
0,426,SE52
0,432,SE52
0,433,SE52
0,434,SE52
0,435,SE52
0,441,SE52
0,442,SE52
0,444,SE52
0,446,SE52
0,450,SE52
0,452,SE52
0,453,SE52
0,454,SE52
0,455,SE52
0,456,SE52
0,459,SE52
0,461,SE52
0,462,SE52
0,464,SE52
0,465,SE52
0,466,SE52
0,469,SE52
0,473,SE52
0,474,SE52
0,479,SE52
0,481,SE52
0,482,SE52
0,483,SE52
0,484,SE52
0,485,SE52
0,486,SE52
0,487,SE52
0,489,SE52
0,495,SE52
0,497,SE52
0,498,SE52
